ticket_id,date,customer_code,product_code,market,issue_category,sentiment,priority,ticket_text,resolution_time_hours
TKT000229,2020-01-01,90018113,A4821110801,Spain,Product information,neutral,Medium,Please provide more information about the product and available variants.,10.7
TKT000230,2019-12-01,90023028,A7119160102,Canada,Positive,positive,Low,The product is performing well and we are considering another order.,7.7
TKT000231,2020-08-01,70010047,A4118110106,Bangladesh,Positive,positive,Medium,The product is performing well and we are considering another order.,4.2
TKT000232,2018-10-01,90006153,A5721110508,Philiphines,Product information,neutral,Low,Please provide more information about the product and available variants.,7.3
TKT000233,2018-10-01,80006155,A0519150208,Philiphines,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,1.3
TKT000234,2020-06-01,90005160,A1119150203,Pakistan,Positive,positive,Medium,The product is performing well and we are considering another order.,11.1
TKT000235,2020-06-01,90014141,A0620150303,Netherlands,Product information,neutral,Low,Please provide more information about the product and available variants.,1.8
TKT000236,2021-08-01,70004070,A4020150401,Japan,Positive,positive,Low,The product is performing well and we are considering another order.,13.1
TKT000237,2020-03-01,90005161,A0621150308,Pakistan,Positive,positive,Low,The product is performing well and we are considering another order.,10.8
TKT000238,2019-09-01,90010045,A4821110807,Bangladesh,Quality,neutral,Medium,We need clarification about the product quality and warranty.,3.5
TKT000239,2021-04-01,90002003,A1618150103,India,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,4.3
TKT000240,2019-02-01,90022074,A6419160301,USA,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,4.4
TKT000241,2020-07-01,90012037,A4021150405,Germany,Positive,positive,Medium,The product is performing well and we are considering another order.,4.9
TKT000242,2021-05-01,80006155,A0621150308,Philiphines,Quality,neutral,Medium,We need clarification about the product quality and warranty.,2.3
TKT000243,2019-02-01,90005162,A0220150203,Pakistan,Quality,neutral,Medium,We need clarification about the product quality and warranty.,6.8
TKT000244,2021-02-01,70009133,A4720110701,Newzealand,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,2.4
TKT000245,2021-06-01,90021088,A2118150104,United Kingdom,Product information,neutral,High,Please provide more information about the product and available variants.,4.0
TKT000246,2019-08-01,90018114,A0321150302,Spain,Product information,neutral,High,Please provide more information about the product and available variants.,2.2
TKT000247,2019-03-01,90011185,A4319110302,France,Quality,neutral,Low,We need clarification about the product quality and warranty.,12.6
TKT000248,2018-10-01,90015147,A2620150606,Norway,Product information,neutral,High,Please provide more information about the product and available variants.,7.6
TKT000249,2018-11-01,90022082,A1919150403,USA,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,1.7
TKT000250,2020-05-01,90010044,A3320150506,Bangladesh,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,2.4
TKT000251,2021-06-01,90004067,A4620110605,Japan,Quality,neutral,Low,We need clarification about the product quality and warranty.,22.8
TKT000252,2019-11-01,90017056,A4620110605,Portugal,Positive,positive,Medium,The product is performing well and we are considering another order.,4.6
TKT000253,2020-11-01,70023032,A7220160203,Canada,Positive,positive,Low,The product is performing well and we are considering another order.,3.0
TKT000254,2020-11-01,90010044,A2918150105,Bangladesh,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,12.1
TKT000255,2020-02-01,90005159,A6520160402,Pakistan,Product information,neutral,Medium,Please provide more information about the product and available variants.,20.7
TKT000256,2018-12-01,90017056,A6018110101,Portugal,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,7.2
TKT000257,2021-07-01,90022078,A2720150701,USA,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,5.6
TKT000258,2020-01-01,90012038,A3019150204,Germany,Product information,neutral,High,Please provide more information about the product and available variants.,3.9
TKT000259,2018-10-01,90011186,A4519110501,France,Positive,positive,Medium,The product is performing well and we are considering another order.,1.5
TKT000260,2018-11-01,70003181,A4020150401,Indonesia,Positive,positive,Medium,The product is performing well and we are considering another order.,7.0
TKT000261,2021-04-01,70017060,A4620110605,Portugal,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,5.8
TKT000262,2018-10-01,90017051,A5419110208,Portugal,Positive,positive,Low,The product is performing well and we are considering another order.,9.2
TKT000263,2019-04-01,90005162,A5318110101,Pakistan,Product information,neutral,Medium,Please provide more information about the product and available variants.,7.7
TKT000264,2020-10-01,90008165,A2721150702,Australia,Positive,positive,Low,The product is performing well and we are considering another order.,1.1
TKT000265,2019-09-01,90022073,A5318110103,USA,Quality,neutral,Low,We need clarification about the product quality and warranty.,1.1
TKT000266,2019-07-01,90020097,A1420150502,Austria,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,10.4
TKT000267,2020-02-01,90018105,A6620160501,Spain,Product information,neutral,Low,Please provide more information about the product and available variants.,2.7
TKT000268,2018-09-01,90020100,A7321160302,Austria,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,8.2
TKT000269,2019-08-01,90005161,A0721150401,Pakistan,Product information,neutral,High,Please provide more information about the product and available variants.,11.6
TKT000270,2021-06-01,70015152,A3621150806,Norway,Quality,neutral,Low,We need clarification about the product quality and warranty.,5.5
TKT000271,2019-09-01,80007195,A5520110305,South Korea,Quality,neutral,Medium,We need clarification about the product quality and warranty.,3.4
TKT000272,2019-06-01,90014140,A6719160101,Netherlands,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,4.4
TKT000273,2019-12-01,90018110,A1718150204,Spain,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,13.4
TKT000274,2019-01-01,70014143,A5318110104,Netherlands,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,4.7
TKT000275,2019-07-01,70022084,A2118150102,USA,Positive,positive,Low,The product is performing well and we are considering another order.,3.5
TKT000276,2020-10-01,90001020,A1618150101,China,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,10.8
TKT000277,2018-12-01,90015144,A0219150201,Norway,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,3.9
TKT000278,2020-12-01,70008169,A5318110104,Australia,Positive,positive,High,The product is performing well and we are considering another order.,9.5
TKT000279,2020-02-01,70010048,A3220150402,Bangladesh,Quality,neutral,Medium,We need clarification about the product quality and warranty.,12.2
TKT000280,2019-11-01,70011193,A5621110404,France,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,8.2
TKT000281,2021-08-01,90015144,A6919160302,Norway,Quality,neutral,Medium,We need clarification about the product quality and warranty.,5.1
TKT000282,2021-03-01,90001020,A0821150503,China,Positive,positive,Low,The product is performing well and we are considering another order.,11.8
TKT000283,2021-07-01,90023023,A0118150103,Canada,Quality,neutral,Low,We need clarification about the product quality and warranty.,6.6
TKT000284,2020-07-01,90014135,A6018110101,Netherlands,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,5.5
TKT000285,2020-10-01,90021094,A4620110602,United Kingdom,Quality,neutral,Low,We need clarification about the product quality and warranty.,4.2
TKT000286,2020-03-01,90002012,A3421150605,India,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,6.8
TKT000287,2020-10-01,90020101,A6620160502,Austria,Positive,positive,Low,The product is performing well and we are considering another order.,12.5
TKT000288,2019-03-01,90004063,A0220150203,Japan,Product information,neutral,Low,Please provide more information about the product and available variants.,3.5
TKT000289,2021-07-01,80007196,A1420150502,South Korea,Positive,positive,Low,The product is performing well and we are considering another order.,13.9
TKT000290,2021-02-01,90018114,A5621110408,Spain,Quality,neutral,Low,We need clarification about the product quality and warranty.,3.8
TKT000291,2021-01-01,70009134,A1219150302,Newzealand,Product information,neutral,Medium,Please provide more information about the product and available variants.,2.1
TKT000292,2018-10-01,90020098,A2918150102,Austria,Positive,positive,Low,The product is performing well and we are considering another order.,5.7
TKT000293,2019-07-01,80007196,A2118150106,South Korea,Positive,positive,Medium,The product is performing well and we are considering another order.,6.6
TKT000294,2020-03-01,90023029,A5621110403,Canada,Quality,neutral,High,We need clarification about the product quality and warranty.,17.9
